diffbaron,diffcc,diffcs,diffdmg,diffdrag,diffgold,diffkda,diffrange,diffspree,difftank,difftp,fbaron,fblood,fdrag,finhib,fturret,win
0,-539,-10,-58697,-4,-21810,-30.027331002331007,1,-6,0,0,False,False,False,False,False,False
0,-504,104,24758,-2,17518,34.769841269841265,-1,3,1,0,False,True,False,True,True,True
-1,361,-109,-1953,-1,-12758,-11.805555555555557,1,-6,-1,0,False,False,False,False,False,False
0,224,122,3526,2,9590,8.601190476190474,-1,1,0,0,False,False,True,False,True,True
1,724,202,7625,3,12461,1.1611111111111132,0,-3,1,0,True,False,True,True,True,True
2,-523,78,16645,2,11213,1.0277777777777786,-1,4,1,-1,True,True,False,True,True,True
-1,-220,47,4651,2,8294,16.20833333333333,1,3,-1,-1,False,True,True,True,False,True
0,519,99,20303,3,11281,15.70079365079365,1,0,-1,0,False,False,True,True,True,True
0,-332,68,-17169,0,-5605,-5.02579365079365,-1,0,1,-1,False,False,False,False,False,False
0,-441,-251,-36488,-2,-17412,-14.9,1,-4,0,1,False,True,False,False,False,False
0,399,-51,-17425,-1,-11678,-43.5,0,-3,-1,0,False,False,False,False,False,False
-1,-270,123,-17079,-2,-6721,-21.369444444444447,1,-2,-2,-1,False,True,True,False,True,False
-1,-1154,-233,-2696,-3,-19631,-20.15,0,0,0,0,False,True,False,False,True,False
1,673,102,22957,2,17465,13.13228715728716,-2,1,1,0,True,False,True,True,False,True
-1,63,-74,-13794,-2,-15524,-28.46843434343434,1,-1,-1,1,False,False,True,False,False,False
0,-279,22,16409,2,11714,55.47380952380952,2,4,-1,0,False,True,True,False,True,True
-1,591,-180,-14631,-4,-7979,-17.200000000000003,0,-1,1,0,False,True,False,False,False,False
1,162,20,18022,2,8635,2.898809523809522,0,0,-1,0,True,False,True,True,False,True
0,-890,-46,-19064,0,-14472,-35.525,1,-3,0,1,False,False,True,False,False,False
-1,-183,-31,-12883,-3,-12973,-13.116666666666669,-1,-7,0,0,False,False,False,False,True,False
0,1292,73,-32876,1,11093,2.7189754689754686,-3,0,2,1,False,True,True,True,False,True
0,-1142,11,-13641,-3,-8956,-19.070299145299145,1,-2,-1,1,False,False,False,False,True,False
1,-1143,47,24377,2,10250,15.728571428571428,2,0,1,0,True,True,True,True,True,True
1,633,34,31517,0,15023,10.81836496836497,1,2,0,0,True,False,False,True,True,True
-1,-913,-136,-16694,-3,-16952,-9.58690476190476,-2,-4,0,0,False,True,False,False,False,False
0,-163,179,12399,3,15095,24.40909090909091,-2,6,1,0,False,True,True,True,True,True
1,152,105,43588,-1,17044,18.294047619047618,2,5,-1,0,True,True,False,True,True,True
0,-437,-118,-13113,-3,-13046,-22.892063492063496,2,0,-1,0,False,False,False,False,False,False
-2,-371,-261,-50218,0,-17681,-2.3762820512820504,0,-2,-1,0,False,True,False,False,False,False
0,-3003,-60,23651,1,7773,19.031493506493504,1,-1,-1,0,False,True,True,True,True,True
0,316,-75,-18922,-2,-12432,-40.55,-2,-2,1,0,False,False,False,False,False,False
-1,372,48,-32037,-2,-16435,-38.63690476190476,1,-4,0,1,False,False,True,False,True,False
-1,473,73,-19557,-3,-11438,-13.253571428571426,0,-4,2,0,False,True,False,False,True,False
0,410,60,13672,2,13159,65.3,1,4,0,1,False,True,True,False,True,True
1,268,176,74383,1,23140,27.09220779220779,0,6,-2,0,True,True,True,True,True,True
1,-2216,177,19193,1,18333,5.954978354978353,-2,4,0,0,True,True,True,True,True,True
1,-1836,47,38880,0,16456,10.085497835497836,0,2,-1,-1,True,False,False,True,False,True
-1,-1433,-79,-33209,-2,-18122,-23.53888888888889,0,-6,1,0,False,False,False,False,True,False
0,87,-145,15716,1,3006,20.36904761904762,1,3,0,1,False,False,True,False,False,True
0,-540,-124,-13802,-2,-16381,-52.61666666666667,0,-4,-1,1,False,True,False,False,True,False
-1,-6766,25,-3660,0,-1998,-3.6604978354978375,-1,0,-1,1,False,False,False,False,False,False
0,-669,-87,-21924,-2,-8925,-34.83650793650794,-1,-5,0,1,False,False,False,False,False,False
-1,-1269,-5,7972,-1,-5876,-16.75,-1,-1,0,0,False,True,True,True,True,False
-1,-805,42,2709,-3,-7247,-22.73095238095238,2,-1,-1,0,False,False,False,False,False,False
-1,-1816,-91,-8377,-2,-15199,-40.225,1,-3,-1,0,False,True,False,False,False,False
-1,631,99,-3432,0,-8673,-17.364285714285717,0,-1,0,1,False,True,True,False,False,False
-1,-268,-184,-39925,3,-18015,-18.20198412698413,0,-6,0,0,False,False,True,False,False,False
1,-955,-99,-549,-2,4290,8.1984126984127,3,4,-1,0,True,False,True,True,False,True
0,-1394,-69,23151,2,12587,30.758333333333333,1,5,2,1,False,True,True,True,True,True
1,-91,30,27696,-1,13317,25.79047619047619,0,4,-1,1,True,True,False,True,False,True
-1,219,-46,-27446,-2,-19150,-43.79761904761905,-3,-3,0,-1,False,True,False,False,False,False
1,-594,3,26381,4,16412,26.710317460317455,2,10,0,0,True,False,True,True,True,True
1,33,68,2926,3,-1120,6.096392496392497,1,0,1,0,True,True,False,False,False,False
1,-641,-78,46483,3,10727,7.5639804639804655,1,1,-1,0,True,False,True,True,False,True
0,309,-71,12816,2,9284,37.53571428571429,1,5,1,0,False,True,True,True,False,True
-1,-561,102,-11939,0,-10039,-25.68611111111111,-2,0,1,0,False,True,False,False,True,False
0,208,178,-451,-1,11277,10.366666666666664,0,2,0,0,False,True,False,True,True,True
0,398,138,21265,2,17265,32.6,2,6,-2,0,False,False,True,True,True,True
-2,-534,-11,-44361,2,-16195,-16.922817460317457,-1,-9,0,0,False,True,False,False,True,False
0,-460,-14,-31230,-2,-13868,-57.477272727272734,2,-5,0,0,False,True,False,False,True,False
2,-1324,72,9886,1,12847,9.061111111111112,0,2,0,0,True,True,False,True,False,True
0,-16,170,21409,2,15158,39.19047619047619,1,7,-2,0,False,True,True,True,True,True
0,3756,58,11144,0,15370,38.35,0,2,1,0,False,True,False,True,True,True
0,-1424,27,20879,1,9143,28.68333333333333,2,7,-1,0,False,True,True,False,True,True
-1,-925,-187,-25924,-3,-15718,-5.128246753246753,1,-2,0,-1,False,True,False,False,False,False
-1,-901,-181,-19947,-3,-13863,-5.68015873015873,0,-2,0,0,False,True,False,False,False,False
-1,1510,33,20432,2,5442,6.322619047619046,1,3,1,0,False,True,False,True,True,True
1,1436,180,35555,4,16691,12.014772727272728,0,6,-1,1,True,True,True,True,True,True
1,697,-49,5123,-1,11179,12.8015873015873,0,3,1,0,True,False,False,True,False,True
0,905,118,-16836,-1,-10789,-13.654834054834055,1,-5,0,-1,False,False,False,False,True,False
0,-2248,151,68776,3,15699,9.960064935064935,1,3,0,0,True,False,False,True,False,True
0,-207,-110,-24450,-2,-13145,-40.202380952380956,0,-5,-1,0,False,True,False,False,False,False
-1,777,-171,-446,-3,-16368,-19.21536796536797,1,-2,-2,0,False,True,False,False,True,False
0,308,62,6158,2,11157,29.666666666666668,2,4,-1,0,False,False,True,True,True,True
0,2396,28,-7850,-3,3404,-0.6369047619047645,-1,4,2,1,False,True,False,True,True,True
0,484,68,-30904,-4,-9301,-12.676082251082253,-1,-6,0,-1,False,False,False,False,True,False
1,-761,45,13231,2,15578,34.69166666666667,1,4,0,0,True,False,False,True,False,True
-1,642,199,18796,3,6850,4.222727272727273,0,3,-1,0,False,False,True,True,False,True
-1,-40,-94,-21499,3,-18815,-44.78333333333333,-1,-7,0,0,False,False,True,False,True,False
0,-617,90,-5311,2,4033,-8.928726828726832,-1,2,1,-1,True,True,False,True,True,True
0,-22,-71,-14860,-1,-13850,-45.535714285714285,1,-2,-2,-1,False,True,False,False,True,False
0,168,94,19977,1,14463,42.32142857142857,-1,5,1,1,False,True,True,True,True,True
1,627,-29,22794,-1,14403,12.734956709956709,-1,6,0,0,True,False,False,True,True,True
1,419,-84,-2207,-1,-7438,-1.2333333333333325,0,3,0,1,True,False,False,False,False,False
1,-339,103,-22169,0,-9690,-17.200000000000003,0,-6,1,0,True,False,True,False,False,False
-1,-184,-86,-16925,-1,-11843,-29.35555555555556,-1,-2,-2,0,False,False,True,False,False,False
-1,671,-96,-16826,0,-15181,-19.571428571428573,1,1,-2,0,False,False,True,False,True,False
0,108,51,9385,2,7054,6.799999999999999,1,2,0,0,False,True,True,True,True,True
0,791,6,26509,1,13378,12.782359307359307,0,3,2,0,False,True,False,True,True,True
0,2007,-162,-2295,0,-5643,-3.0285714285714285,0,-2,-1,0,False,False,True,False,False,False
-2,-2082,-193,-12123,-1,-18358,-13.403571428571428,-1,-5,1,-1,False,True,True,False,False,False
0,-20,33,20576,3,13939,33.44047619047619,1,3,-1,-1,False,True,True,True,True,True
-1,-656,-186,-12659,-3,-13775,-23.224206349206348,0,-4,-2,1,False,False,False,False,False,False
-1,763,-44,2959,-1,3424,10.864285714285714,2,0,1,0,False,True,False,True,False,True
0,569,-39,-7761,-1,2264,4.278571428571432,0,0,0,0,False,True,True,False,True,False
0,-270,-160,-6217,0,-11480,-21.4,2,-2,-2,0,False,False,False,False,False,False
0,917,65,18184,2,12251,26.925,0,2,-1,0,False,True,True,True,False,True
3,2264,42,37880,3,200,-7.300310800310799,1,-3,-1,0,True,False,True,True,True,False
-1,-1227,30,57197,2,10053,12.881583694083696,1,7,-1,0,False,False,True,False,False,True
-1,-692,-144,-50235,-1,-26285,-19.545526695526693,-1,-10,-1,0,False,False,True,False,False,False
-1,-1963,-19,3671,0,-2589,4.328571428571429,0,0,-1,0,False,True,False,True,True,False
0,-27,-119,-19902,2,-8433,-12.533333333333335,0,-2,0,0,False,True,True,False,True,False
0,-853,-58,-9290,-2,-10047,-19.133333333333333,1,-2,0,0,False,False,False,False,False,False
0,11,-81,-9870,2,-10281,-27.191666666666666,0,-3,-1,1,False,False,True,False,False,False
1,14,55,20646,1,11630,17.458333333333332,1,2,0,-1,True,True,True,True,True,True
0,722,94,25742,3,13020,10.56626984126984,0,4,-1,0,False,False,True,True,False,True
0,-1206,71,-520,-2,-1528,-25.3,0,-2,0,-1,False,False,False,False,False,False
-1,294,66,287,0,-4976,-7.730555555555554,-1,-2,0,0,False,True,True,False,False,False
1,709,-31,15899,4,2275,4.922619047619049,0,-1,1,0,True,True,True,False,False,True
-1,-455,59,21233,5,8978,10.999242424242425,0,3,-1,-1,False,True,True,True,False,True
0,-1419,-50,10872,0,6216,4.3960317460317455,1,2,-2,0,False,False,False,True,False,True
0,637,165,13829,2,16218,58.611111111111114,0,5,-1,0,False,True,True,True,True,True
0,-408,-22,-31124,-1,-13529,-17.17142857142857,0,-2,1,0,False,True,False,False,True,False
0,155,84,30509,1,19981,27.411519036519035,1,6,0,0,False,False,False,True,False,True
0,980,134,14267,-1,14982,26.583333333333332,0,5,0,0,False,True,False,True,True,True
1,7256,9,27323,-1,14710,13.25238095238095,0,3,0,0,True,True,True,True,False,True
-3,1896,-161,28096,-2,-9431,5.238888888888891,1,0,0,-1,False,True,True,False,True,False
1,1974,-64,2151,-1,7606,4.754761904761905,0,-3,1,0,True,True,False,True,False,True
-1,-1359,-10,-31800,-3,-13498,-9.977777777777778,0,-7,1,0,False,True,False,False,True,False
0,363,195,4127,3,19196,32.394642857142856,-2,8,1,0,False,True,True,True,False,True
0,420,143,15748,0,14687,22.616666666666664,1,1,-2,-1,False,False,False,True,True,True
0,120,-71,25172,1,8901,21.076190476190476,0,8,0,1,False,False,True,True,False,True
1,1951,-13,7359,-3,6130,19.948809523809523,1,-1,0,1,True,False,False,True,False,True
-1,-1245,-70,-10996,-1,-14518,-18.63989898989899,0,-4,-1,0,False,False,False,False,False,False
-2,2800,-149,-3234,0,-15960,-10.69985014985015,1,-7,0,0,False,False,False,False,False,False
1,-315,-118,2411,0,4546,9.964393939393936,1,5,0,0,True,True,False,True,True,True
-1,150,-193,-17933,-3,-17552,-11.240873015873014,0,-12,1,1,False,True,False,False,False,False
0,-77,124,38800,1,14453,32.35595238095239,0,7,-1,0,False,True,True,True,True,True
-1,-1612,-113,-6417,-2,-10781,-15.165476190476188,0,0,-1,0,False,True,False,False,True,False
0,-711,78,21997,1,9285,20.523809523809522,0,3,1,0,False,True,False,True,False,True
-1,-790,-175,-26205,-4,-20037,-9.34126984126984,1,-2,0,0,False,False,False,False,False,False
-1,800,119,7984,1,4302,1.8833638583638574,0,2,2,0,False,True,False,True,True,True
0,-572,31,24148,1,13434,18.927380952380954,-1,8,1,0,False,False,True,True,True,True
0,4891,-50,-21922,-2,-14290,-49.85,0,-2,-1,1,False,False,False,False,False,False
0,-491,-91,-29081,-3,-17870,-30.94166666666666,0,-9,0,0,False,True,False,False,False,False
0,-1654,33,-36459,0,-14928,-19.532936507936505,0,-6,0,0,True,True,False,False,True,False
-2,2774,25,-35711,3,-12967,-18.28769841269841,0,-5,0,-1,False,False,True,False,False,False
0,-336,39,27176,2,11451,32.15833333333334,1,4,-1,-1,False,True,True,True,False,True
0,-2622,-246,-29229,-2,-20690,-51.701190476190476,1,-4,-2,0,False,False,False,False,False,False
0,-506,-127,-22150,-2,-13944,-38.73571428571429,2,-5,-2,0,False,False,False,False,False,False
-1,1336,-176,-18841,0,-16001,-25.11111111111111,0,-5,1,0,False,False,False,False,True,False
0,642,176,-29776,-2,-6006,-40.838095238095235,-1,-2,-1,0,False,False,True,False,True,False
1,580,133,13851,1,18746,44.68571428571428,-1,4,0,1,True,True,True,True,False,True
0,-209,108,13388,2,11415,22.33333333333333,-2,4,0,0,False,True,True,False,True,True
0,-976,32,24537,1,11336,39.8547619047619,-1,3,-1,0,False,True,True,True,True,True
1,1782,95,-18468,5,7279,-5.242490842490842,-1,0,-1,0,True,False,True,True,False,True
0,189,-94,-11300,0,-10206,-42.416666666666664,-1,-3,0,0,False,True,True,False,False,False
0,618,118,30490,2,17845,32.34087301587302,1,6,-1,0,False,True,True,True,True,True
0,-1406,-71,-6237,-2,-6290,-31.961904761904766,1,-5,-1,1,False,True,False,False,True,False
-1,192,65,-19747,-3,-7910,-15.955952380952382,-1,-4,-1,0,False,False,False,False,False,False
1,1062,174,11296,-1,15104,21.163888888888884,-2,8,1,0,True,True,False,True,False,True
0,366,108,36623,3,19289,19.458333333333332,1,10,-1,1,False,True,True,True,True,True
0,219,149,20760,1,14066,31.433333333333337,0,1,0,0,False,False,True,True,True,True
0,-11,-52,21109,1,11893,15.100793650793651,0,3,0,-1,False,True,True,True,True,True
0,7604,-33,-2636,0,-4035,-0.45858585858585954,1,0,1,-1,False,False,True,False,False,False
0,-1225,131,-739,0,-5745,-14.29761904761905,-1,-1,1,0,False,True,False,False,True,False
-1,679,-85,4419,-3,-14848,-31.828571428571426,1,-3,-1,1,False,True,False,False,True,False
0,99,84,17413,2,6529,9.43452380952381,0,3,0,-1,False,False,False,True,True,True
-1,-296,-142,3795,-1,-6473,0.6071428571428577,0,-3,-1,-1,False,False,False,True,True,False
-2,607,-112,-41097,-2,-17915,-5.170707070707071,-1,0,0,0,False,True,False,False,True,False
0,-377,-125,-21215,1,-16796,-31.725396825396825,0,-2,-2,0,False,False,False,False,False,False
1,964,43,3457,2,11833,8.050649350649351,-2,2,1,0,True,True,True,True,False,True
0,891,-10,-45414,-1,-9505,-4.75277777777778,0,1,0,1,False,False,True,False,False,False
-2,704,26,-164,-1,-5491,0.851587301587303,-1,-1,1,0,False,False,True,False,False,False
0,-487,-55,-15147,-1,-9941,-13.872222222222224,0,-5,0,0,False,True,True,False,False,False
0,213,-17,4928,2,8244,17.797619047619047,1,5,1,1,False,True,True,False,True,True
1,625,118,19690,1,10988,12.805555555555559,2,1,0,0,True,True,False,False,False,True
0,1066,-57,24491,2,17043,55.34444444444444,1,5,-2,1,False,False,False,True,False,True
0,-91,-66,34247,1,12991,20.36190476190476,3,0,-1,-1,False,True,True,True,True,True
2,5785,50,38566,-2,2417,7.741666666666667,1,1,1,0,True,False,False,False,False,False
0,341,-128,-18761,-2,-16158,-21.152380952380952,-2,-3,1,0,False,False,False,False,False,False
0,-999,-29,9725,-2,-5285,-6.05595238095238,0,-1,-1,0,False,False,False,True,False,True
0,466,-151,-10907,-3,-12785,-16.35,-2,-4,1,0,False,False,False,False,False,False
2,1837,3,13900,-2,6202,5.172222222222221,0,1,-1,1,True,False,False,True,False,True
1,-697,-53,-9527,-2,-9555,-12.751046176046176,-1,-5,0,0,True,False,False,False,True,False
1,-3777,57,2586,3,16055,49.325,-2,6,0,1,True,False,True,True,False,True
0,-707,-71,-9379,-2,-12111,-27.7,0,-2,2,-1,False,False,False,False,False,False
-1,1188,-65,-46633,0,-22594,-62.357575757575745,0,-7,1,0,False,True,False,False,False,False
1,1170,74,20471,4,15002,8.808838383838383,0,3,0,0,True,False,True,True,False,True
0,706,53,23937,2,13644,26.264285714285712,0,6,0,1,False,True,True,True,True,True
-1,-1329,-93,-29688,-3,-14244,-8.802106227106226,1,-4,0,0,False,False,False,True,True,False
-2,-1539,-34,-22575,-3,-6493,-5.052380952380954,-1,2,0,0,False,False,False,False,True,False
0,506,10,-12879,-1,-10192,-34.641666666666666,2,-4,-1,0,False,True,False,False,False,False
-1,-1074,-68,-33218,3,-19626,-19.68546176046176,-1,-4,0,0,False,False,True,False,False,False
0,1416,2,16140,1,10122,40.74642857142857,0,5,-1,0,False,False,True,False,True,True
-1,-966,-169,-19282,-1,-18720,-17.329365079365076,0,-8,1,-1,False,False,False,False,False,False
0,-320,-180,-36728,-2,-16455,-24.49761904761905,1,-4,-1,0,False,False,False,False,False,False
-2,427,-41,10928,5,-907,0.05006105006104988,0,-4,-1,0,False,True,True,True,True,True
0,1000,-38,-6427,-3,-9589,-13.333333333333336,-2,-4,0,0,False,True,False,False,True,False
-1,619,-108,-35301,-2,-17368,-27.60714285714286,0,-5,2,1,False,True,False,False,True,False
1,854,31,28494,0,6582,9.450000000000001,1,1,-1,-1,True,False,False,False,True,True
-1,-350,109,-15003,-3,-8240,-29.180555555555557,1,0,0,0,False,True,False,False,True,False
0,-1206,262,12115,3,19944,41.188492063492056,0,3,0,0,False,False,True,True,True,True
-1,-961,69,13397,4,8513,7.405952380952385,-1,2,-1,-1,False,False,True,True,True,True
1,-1299,5,-5050,2,3107,1.493650793650792,-1,2,-1,-1,True,False,True,True,True,True
-1,-839,4,-38277,-3,-19799,-56.85,0,-8,0,0,False,False,False,False,False,False
-1,1594,61,-9744,0,-11786,-21.678571428571427,-1,-8,1,-1,False,True,True,False,True,False
0,-364,-29,16505,0,6036,32.016666666666666,1,3,0,0,False,False,False,True,False,True
-1,941,-106,-377,-3,-12183,0.5928571428571434,1,1,0,0,False,True,False,False,False,False
-1,-83,-44,12371,-2,-7114,-3.8113997113997087,0,-3,2,0,True,False,False,False,True,False
0,602,93,13581,2,13781,62.767857142857146,-2,8,1,0,False,True,True,False,True,True
0,-395,-82,-27032,-1,-7670,-26.593253968253975,1,1,-1,0,False,False,True,False,True,False
1,-556,-10,18871,0,13949,18.607142857142858,0,1,0,0,True,True,True,True,True,True
0,1052,44,1615,-1,10710,19.91190476190476,0,4,1,-1,False,False,False,False,False,True
1,-243,48,21612,1,7296,6.1106060606060595,-1,0,2,0,True,False,True,True,False,True
1,1662,-62,-32690,2,4350,3.8963203463203477,-1,6,1,0,True,False,False,True,False,False
1,-691,81,49446,0,16604,15.02676767676768,2,2,-1,0,True,True,True,True,True,True
0,446,19,-9326,-2,-5719,-26.08095238095238,0,-3,1,1,False,True,False,False,False,False
0,-43,184,24824,1,14822,12.464285714285712,1,1,0,0,False,True,True,True,True,True
-1,540,-88,-21361,-1,-17245,-13.742857142857142,-2,-6,0,0,False,False,False,False,False,False
0,-166,164,21454,2,18647,28.66666666666667,0,5,0,0,False,True,True,True,True,True
-1,-896,-132,-10528,-1,-17235,-21.919047619047625,1,-6,1,-1,False,True,False,False,True,False
-1,-3,-46,-25158,-1,1718,5.320257520257519,-2,-2,2,0,True,True,False,False,False,False
0,-200,93,22833,0,14588,31.583333333333332,1,3,-2,0,False,False,False,True,True,True
1,-206,-17,9308,1,5838,5.909523809523812,-1,2,0,-1,True,True,True,True,True,True
0,-42,-174,-28271,-1,-15711,-29.135714285714286,-1,-7,2,0,False,False,False,False,True,False
0,-51,-207,-26876,0,-16761,-40.08333333333333,-2,-6,2,1,False,True,True,False,False,False
0,615,5,-20938,0,-3529,-13.716666666666669,-2,2,2,0,False,True,False,False,True,False
0,-428,87,16297,2,11955,40.0,0,4,-1,0,False,True,True,False,True,True
-1,-501,-80,-24460,1,-14271,-38.81666666666666,1,-5,0,0,False,True,True,False,True,False
-2,253,-129,-11728,1,-16604,-10.439285714285713,0,0,0,0,False,False,True,False,True,False
1,1878,66,24737,-1,13578,19.954689754689753,0,3,3,0,True,True,True,False,False,True
-1,1638,-170,-34248,-4,-14903,-10.675,0,-5,-2,0,False,False,False,False,True,False
-2,-3406,-196,-32962,-4,-6353,-11.182509157509159,1,-5,0,0,False,True,False,True,True,True
0,-1573,47,18224,2,13628,33.517857142857146,0,4,-1,0,False,True,True,True,True,True
-1,-800,9,-29741,1,-13407,-28.64924242424242,-2,-4,1,-1,False,True,True,False,True,False
0,-3009,-8,-14329,-5,-1199,-2.5214285714285705,0,1,-1,1,False,True,False,False,True,False
0,-1099,-140,-15822,-4,-15683,-16.05988455988456,1,-2,1,0,False,False,False,False,False,False
-1,1040,-38,-32832,-3,-12529,-20.616666666666667,-1,-4,1,1,False,True,False,False,False,False
0,-651,-104,-31792,-1,-19533,-25.439069264069268,0,-1,1,0,False,True,True,False,False,False
1,539,57,9507,-1,11805,12.135714285714286,0,3,1,0,True,True,False,False,True,True
-2,222,-23,-19213,-4,-16333,-45.894444444444446,1,-6,-1,1,False,False,False,False,False,False
2,545,-64,31351,3,14419,18.404761904761905,-1,1,2,0,True,True,True,True,False,True
0,-597,-158,-10776,-3,-10669,-5.5238095238095255,0,-1,1,0,False,False,False,False,False,False
-1,444,77,12061,0,14442,17.417424242424243,0,2,0,0,False,True,True,True,True,True
0,-207,28,-14215,0,-7717,-28.952380952380956,2,-6,-1,-1,False,True,True,False,False,False
-2,249,-100,-22939,-2,-12921,-6.795346320346319,0,-7,1,1,False,False,False,False,True,False
0,518,23,9256,2,10144,27.566666666666666,-2,6,2,0,False,True,True,False,True,True
0,-154,-32,-13371,-3,-10932,-37.609523809523814,0,-5,0,0,False,True,False,False,True,False
0,758,106,13089,2,16224,30.839285714285715,-1,5,0,0,False,True,True,False,True,True
-1,-2794,-99,-16102,-5,-15745,-19.46547619047619,0,-3,-1,0,False,False,False,False,False,False
2,-251,29,16692,-2,14353,15.196825396825394,0,6,0,0,True,False,False,True,False,True
-1,645,-150,-26004,-1,-14170,-6.658008658008658,1,-4,-1,0,False,True,False,False,True,False
0,-4121,129,7671,2,9391,6.816666666666668,1,0,0,0,False,True,True,False,True,True
0,1246,18,-24744,-1,-5079,-26.650000000000002,-2,-4,0,0,False,True,False,False,False,False
0,-1360,-148,-30957,-1,-20498,-48.60515873015873,0,-3,0,0,False,True,True,False,False,False
0,-580,-68,-13819,-2,-10738,-31.55,2,0,-1,0,False,True,False,False,True,False
-1,-2463,-34,21683,0,4840,11.586111111111112,2,4,-1,0,False,False,True,True,True,True
0,479,69,43397,1,10643,8.446428571428573,1,1,0,0,False,False,False,True,False,True
-1,-369,-169,-22423,-2,-12514,-11.684926184926182,1,-4,-1,0,False,False,True,False,False,False
1,-1043,-159,7193,3,1154,4.12698412698413,1,6,0,-1,False,False,True,True,True,True
1,517,49,55817,3,14384,7.19047619047619,0,0,0,-1,True,True,True,True,True,True
2,602,57,27816,0,12359,8.25031635031635,0,0,-1,0,True,False,True,True,False,True
1,-1313,-19,-14938,0,-6007,-6.384126984126983,1,-5,0,1,True,True,True,False,True,False
0,-1573,22,24770,-2,6170,5.000679875679877,0,1,0,0,True,False,False,True,True,False
-1,1030,-60,46073,3,9276,10.18095238095238,2,1,1,0,False,False,True,True,True,True
2,-3030,115,-5500,2,18335,19.730086580086578,-2,6,0,0,True,True,True,True,True,True
0,1076,-110,10927,2,2958,1.5454545454545467,1,2,0,0,False,True,True,True,False,True
0,46,-10,19148,1,14242,45.923809523809524,-1,3,1,-1,False,False,True,True,True,True
0,766,103,15610,3,16483,38.294597069597074,-1,7,0,0,False,False,True,True,True,True
-1,506,-45,15290,1,11176,27.145238095238096,-1,3,0,0,False,False,True,True,True,True
0,163,-131,2676,2,293,5.079365079365081,1,0,0,0,False,False,True,False,True,True
0,-778,107,14616,2,12073,13.384523809523811,-1,4,1,0,False,True,False,True,True,True
0,596,-44,-15409,-1,-11168,-13.004731379731378,2,-6,-1,0,False,False,True,False,True,True
0,-214,-101,-16009,-1,-11507,-12.80952380952381,1,-4,0,0,False,False,False,False,False,False
0,738,324,15791,3,19555,25.533333333333335,-1,2,1,0,False,False,True,True,True,True
0,-1137,16,18070,2,11088,32.18888888888889,0,2,0,1,False,False,False,True,True,True
-4,-1925,-73,-10259,-3,-5478,-2.2517482517482517,-1,0,-1,-2,False,False,False,True,False,True
0,-711,105,-15887,-3,-9307,-21.007142857142856,1,2,1,0,False,True,False,False,True,False
-1,-667,-127,-11426,2,-12156,-6.837301587301585,-1,-4,0,0,False,True,True,False,False,False
-2,336,-60,-24148,-2,-13236,-14.68441558441558,-1,0,1,-1,False,True,False,False,False,False
0,335,80,17544,1,13841,28.541666666666664,1,5,0,0,False,True,True,True,True,True
0,180,-243,-14287,1,-15362,-19.902777777777775,1,-3,2,0,False,False,True,False,False,False
-1,-664,-39,-34794,1,-11957,-10.982539682539683,0,-2,-1,0,False,True,True,False,True,False
0,-3567,-100,-28798,0,-12503,-23.476190476190478,-3,-5,1,0,False,True,False,False,False,False
0,-220,-52,-14943,-3,-12602,-16.816666666666666,0,-5,-1,0,False,False,False,False,False,False
0,118,-56,-15869,-1,-11832,-40.15873015873016,-1,-4,0,1,False,False,True,False,False,False
0,-495,-52,-6033,2,6259,14.586507936507935,1,5,1,0,False,True,True,True,False,True
1,915,-187,-3635,2,6484,23.705555555555556,-2,4,0,0,True,False,False,True,True,True
-2,2236,13,6455,3,4185,25.369444444444447,1,4,0,0,False,True,True,False,False,True
-1,710,-96,-6394,-2,-17145,-2.2803391053391024,0,-3,0,0,False,False,False,False,True,False
1,-641,37,-512,3,8182,4.175396825396827,-2,-3,2,0,True,False,False,True,True,True
0,-635,92,28246,4,15478,24.5,0,2,-2,0,False,True,True,True,False,True
0,-455,-138,-35920,0,-25631,-57.67045454545455,0,-10,-1,0,False,True,True,False,False,False
1,-40,11,19666,1,13116,20.669444444444444,0,3,0,1,True,True,True,True,True,True
-1,-643,-172,-36279,-3,-21645,-32.6920634920635,0,-5,1,0,False,False,False,False,False,False
0,-249,233,-15939,0,6819,5.139840714840714,-1,3,0,0,False,True,False,False,False,True
1,-260,8,2715,1,3696,4.154761904761907,-2,3,0,0,True,False,True,True,True,True
-1,1122,-19,-26583,-3,-16339,-17.416666666666668,0,-1,0,0,False,True,False,False,True,False
0,1110,203,24052,2,20783,60.541666666666664,-1,4,1,0,False,True,True,True,False,True
-1,-548,87,-23559,2,-11871,-18.45093795093795,0,-1,-1,0,False,True,True,False,False,False
0,124,-136,-17616,-3,-12489,-20.875,0,-3,0,0,False,False,False,False,True,False
0,-40,39,1185,-2,-6356,-9.492346542346544,2,-5,-2,-1,False,False,True,False,False,False
0,76,10,12011,0,7906,10.149198024198025,-1,-2,0,0,True,True,False,True,False,True
-2,-574,-137,-11511,3,-9530,-0.5349567099567061,1,2,1,-1,False,True,True,False,True,False
1,599,142,6675,1,16201,9.785347985347984,0,6,-1,1,True,True,False,True,False,True
0,2985,-109,14136,5,10856,17.27310606060606,-2,3,2,0,True,False,True,True,False,True
-1,-129,-182,-7945,-2,-14024,-30.290404040404034,2,0,0,-1,False,False,False,False,False,False
1,121,-14,-7776,-3,-8721,-10.075000000000001,-1,-5,0,0,True,True,False,False,False,False
