diffbaron,diffcc,diffcs,diffdmg,diffdrag,diffgold,diffkda,diffrange,diffspree,difftank,difftp,fbaron,fblood,fdrag,finhib,fturret,win
-2,166,-126,-72528,-4,-18552,-15.480555555555554,-1,-5,0,0,False,False,False,False,False,False
-1,-110,20,12072,-1,-8992,-8.246464646464648,0,-2,1,0,False,True,False,False,True,False
0,222,110,22091,2,8200,9.387301587301588,0,4,1,0,False,False,True,True,True,True
0,-815,-55,-28190,-3,-13943,-36.49166666666666,-1,-1,1,0,False,False,False,False,True,False
2,-9,-25,41472,4,9416,12.802380952380954,0,4,1,0,True,True,True,True,True,True
-1,581,47,-32545,0,-11061,-33.45075757575757,-2,0,2,-1,False,False,True,False,False,False
-2,-731,-102,-37296,-3,-18660,-30.119755244755247,0,-4,1,0,False,True,False,False,True,False
-1,-521,-225,5647,-2,-14818,-25.966666666666665,3,-2,-1,-1,False,False,False,False,False,False
1,-2341,-56,-27975,-4,-12540,-25.929437229437227,0,-2,2,0,True,False,False,False,False,False
1,-5797,20,66036,2,13870,15.99978354978355,0,7,-1,0,True,True,True,True,True,True
1,877,43,34791,3,18831,35.897222222222226,0,9,1,0,True,True,True,True,False,True
-1,-746,-17,-13456,-2,-10360,-34.49999999999999,0,-3,-1,0,False,False,False,False,False,False
-2,-2581,47,20822,-3,-3753,-3.033333333333335,0,-1,-1,-1,False,True,False,True,True,False
-1,-2721,-47,-19145,-3,-12781,-32.333333333333336,0,-2,-1,0,False,True,False,False,False,False
0,44,67,14324,1,8067,24.833333333333336,0,5,0,0,False,True,True,False,True,True
0,-179,85,16794,0,14368,35.050000000000004,-1,4,0,0,False,True,False,False,True,True
1,740,-68,18806,3,8778,16.830952380952382,1,2,-1,0,True,True,True,True,True,True
0,-10323,127,32669,2,17985,35.53333333333333,1,6,0,0,False,True,True,True,True,True
0,7782,-54,-16442,-2,-11959,-34.9,-1,-2,1,0,False,False,False,False,False,False
-1,-2267,-64,-8072,-1,-12229,-18.32142857142857,0,-4,0,0,False,False,False,False,False,False
-2,-579,-28,-4498,-1,-15003,-28.376190476190484,0,-1,1,0,False,True,True,False,True,False
-1,1144,22,2222,-3,5479,1.7133838383838373,-2,-3,0,0,False,True,False,True,True,True
1,319,38,369,0,12147,14.864069264069265,-1,2,0,0,True,False,True,True,False,True
-1,-1706,-10,-12701,-3,-13058,-33.114285714285714,2,-3,-2,0,False,False,False,False,False,False
-1,-2658,-78,-30866,4,-10806,-39.1265873015873,-1,-2,0,0,False,True,True,False,True,False
2,-29,11,2323,1,8552,11.083333333333332,-2,2,1,0,True,False,False,True,False,True
1,-608,172,20280,-1,18146,47.075,1,4,0,0,True,True,False,True,True,True
1,-49,39,5384,3,11421,24.86666666666667,1,3,-1,0,True,True,True,True,False,True
2,855,-66,24551,5,9622,31.393037518037524,0,1,-1,0,True,True,True,True,True,True
1,732,92,26672,2,15336,34.4952380952381,0,4,1,0,True,False,True,True,True,True
0,-331,101,23033,1,11255,29.002380952380957,0,4,-1,0,False,True,True,False,True,True
-2,-562,-62,-30263,-1,-13762,-30.233333333333334,0,-5,1,0,False,False,False,False,True,False
1,1317,87,34856,1,15623,34.47803030303031,0,4,-2,0,True,True,False,True,True,True
0,2350,-66,-19891,-1,-12088,-30.400000000000006,-1,-2,2,0,False,True,False,False,True,False
-1,423,-288,-26657,-2,-21758,-26.916666666666668,0,-6,1,-1,False,False,False,False,False,False
0,241,145,25665,2,14106,36.80873015873016,0,4,-1,0,False,True,True,False,True,True
1,190,220,31678,1,19215,20.034920634920635,-1,4,1,0,True,True,True,True,True,True
-1,353,-2,-528,0,-9943,-23.41269841269841,2,-4,-2,0,False,True,True,False,True,False
0,525,-15,-27864,-5,-6455,-5.167712842712845,-1,-5,1,0,True,False,False,False,True,False
-1,-464,-174,-33075,-1,-18130,-14.108333333333334,0,-1,0,0,False,False,False,False,False,False
-2,-1902,-26,-30165,-1,-16316,-47.747727272727275,1,-7,-1,0,False,True,False,False,True,False
2,-1477,112,21187,-3,10653,-0.5650793650793666,-3,1,0,0,True,True,False,True,True,True
2,-220,320,8484,2,21662,24.535714285714285,-1,7,1,0,True,True,False,True,True,True
2,-1546,4,-26751,-5,-8470,-12.367532467532465,-1,-6,-2,0,True,False,False,False,False,False
-2,-1346,125,48010,2,12672,16.718831168831166,-2,3,2,0,False,False,False,True,True,True
0,351,-78,-23922,-2,-15481,-48.78333333333334,-1,-8,1,0,False,False,False,False,False,False
1,-842,98,11697,3,17049,35.95238095238095,0,5,-1,0,True,True,True,True,True,True
0,-314,-137,-13801,-1,-9241,-13.788095238095238,1,-2,-1,0,False,True,False,False,True,False
0,-151,103,3881,1,9129,9.0,-1,3,0,0,False,True,True,True,True,True
-2,4020,26,29016,1,4646,13.434677822177822,0,8,2,0,False,True,False,True,False,True
1,-253,-50,22823,3,10827,32.31666666666666,-1,5,0,0,True,True,True,True,True,True
1,820,100,10132,3,18222,21.641919191919193,0,10,0,0,True,True,True,True,True,True
1,-967,96,22643,0,12617,14.489682539682542,1,-1,-3,0,True,False,False,True,False,True
-1,-1652,31,-14809,-2,-14287,-39.035714285714285,0,-7,-1,0,False,True,True,False,False,False
-2,267,-91,-27294,-2,-17468,-13.660317460317462,1,-7,0,0,False,False,False,False,False,False
-3,5723,99,-42040,-1,-10289,-18.28333333333334,-1,0,2,1,False,True,True,False,False,False
0,304,72,-24243,-1,-4028,-9.981926406926405,2,-6,-1,0,False,False,True,False,True,False
-2,1137,154,17132,-4,7797,15.89285714285714,2,5,1,0,False,False,False,False,True,True
-2,-432,-14,437,0,-6253,-4.262626262626265,1,4,-1,-1,False,True,True,False,True,False
-1,-1025,-48,-30358,-2,-15012,-23.458874458874455,0,-7,2,1,False,True,False,False,True,False
-2,-2636,-26,-28093,-5,-16260,-26.684477124183008,2,-7,-1,0,False,False,False,False,True,False
0,-775,-113,-13630,-1,-12013,-38.083333333333336,3,-4,-2,0,False,False,False,False,False,False
-3,71,-9,-12849,-1,-16818,-12.572150072150071,1,0,0,0,False,False,False,False,True,False
1,-1029,-46,-8541,-4,-5187,-5.592063492063492,1,-4,-1,0,True,True,False,True,True,False
0,-285,83,5817,0,6766,18.5,1,2,-1,0,False,False,False,False,True,True
0,-112,-107,-22566,-2,-12927,-27.276190476190475,-1,-3,0,-1,False,False,False,False,False,False
-1,-916,26,-31807,0,-9114,-29.499999999999996,-2,-5,1,0,False,False,False,False,True,False
-1,-1267,69,2260,3,7297,2.7525974025974023,-1,3,2,-1,False,True,True,True,True,True
0,-3065,83,-10636,3,9275,14.43015873015873,-1,3,1,0,False,True,True,True,False,True
1,1542,-2,10347,0,6002,5.830952380952381,2,2,-1,0,True,True,True,False,True,True
-1,628,-100,-38203,-1,-11495,-29.866269841269848,-1,-2,1,0,False,True,False,False,True,False
0,2266,115,-13699,0,10262,9.620165945165944,0,2,1,0,False,False,False,True,False,True
1,-1724,80,-39192,3,-8847,-30.814935064935067,0,-7,0,0,True,False,True,False,False,False
1,-145,79,30994,2,10201,7.024963924963927,1,3,0,1,True,False,True,True,True,True
1,-311,78,24393,0,12175,34.07665945165945,1,-1,-2,0,True,False,False,True,True,True
0,756,-23,16252,0,6341,43.72857142857143,0,1,0,0,False,True,False,False,True,True
-2,344,-67,-26009,-1,-10938,-8.104761904761904,1,-5,1,-1,False,False,False,False,True,False
-2,-1572,33,-21608,5,-108,6.613888888888889,-1,0,2,0,False,True,True,False,False,True
0,84,162,-1190,1,12226,42.141666666666666,-1,5,2,0,False,False,False,False,False,True
0,191,186,13321,2,15800,33.68333333333334,0,5,0,0,False,True,True,True,True,True
1,-1050,-13,19185,-1,4915,2.845238095238095,1,0,-1,0,True,False,False,True,True,True
0,-530,-194,-23097,0,-10399,-12.250000000000002,0,-2,0,0,False,False,False,False,False,False
-1,-210,87,21199,2,8238,31.48333333333333,2,1,-2,0,False,False,True,False,True,True
-1,-125,49,-7864,-3,-7932,-32.35,0,-4,2,0,False,False,False,False,True,False
1,-2886,141,17929,0,15244,34.483333333333334,0,3,0,0,True,False,False,True,True,True
-3,1478,34,-28049,3,-3493,-1.5813492063492092,-2,-1,1,1,False,True,False,True,True,True
-2,-1085,39,-34864,-1,-15859,-14.156876456876455,0,-3,-1,0,False,False,True,False,True,False
0,1595,34,-17566,-2,3696,5.752777777777778,-1,4,0,0,True,False,True,False,False,True
0,-144,-120,-25530,-2,-17191,-47.25952380952381,1,-7,0,0,False,False,False,False,False,False
1,422,134,3325,3,15004,32.78095238095238,-1,3,-1,1,True,True,True,True,True,True
0,22,18,17005,2,8995,36.78333333333333,1,5,-1,-1,False,False,True,True,True,True
2,1561,-49,37470,-2,12385,30.971392496392497,2,4,-1,0,True,False,False,True,False,True
1,2846,224,33701,1,18032,30.455555555555556,0,7,0,0,True,True,True,True,True,True
1,1321,-126,15014,0,2008,3.1341269841269828,1,2,1,0,True,True,True,True,False,True
0,-2017,-175,-12775,0,-13189,-33.07142857142857,1,-6,-1,0,False,False,True,False,False,False
1,514,-23,53447,2,15728,48.11843434343434,0,6,1,0,True,True,True,True,False,True
-1,-805,-152,-28537,0,-16147,-37.53809523809524,2,-6,1,0,False,False,False,True,True,False
-4,5964,-11,-17182,1,-7030,4.850541125541124,1,-2,1,0,False,True,True,False,True,True
1,556,25,23202,-3,12627,15.412301587301585,0,2,1,0,True,False,False,True,True,True
2,-1094,-43,-49827,0,-6809,-23.66136363636363,-1,-4,0,0,True,True,True,True,True,False
0,-519,-108,-8372,-1,-11496,-44.71666666666666,0,-4,-1,0,False,False,False,False,False,False
-1,-1467,19,-4424,-3,-6573,-21.55,0,-3,-2,0,False,False,False,False,False,False
1,4299,205,2549,1,11368,0.4099206349206348,0,2,0,0,True,False,True,True,True,True
1,712,236,23215,2,17709,33.47521645021645,1,5,-1,0,True,False,True,True,True,True
0,1497,30,31442,2,13536,45.103968253968254,2,4,0,0,False,True,True,False,False,True
0,783,-171,-19546,0,-11001,-45.7,1,-4,0,1,False,False,False,False,True,False
0,-1446,-151,-8798,-2,-18663,-59.31666666666667,3,-6,-2,-1,False,False,False,False,False,False
1,1212,46,8599,1,13608,32.965873015873015,-1,2,1,0,True,True,False,True,True,True
0,-56,15,-7672,-2,-5086,-22.630952380952383,2,-3,0,-1,False,False,False,False,False,False
-1,1842,-13,-3403,-2,-8248,-17.64761904761905,0,-3,0,0,False,True,False,False,True,False
-1,-41,28,44253,3,18787,76.34318181818182,1,7,-1,0,False,True,True,True,True,True
-2,1124,-90,2113,-4,-3243,7.9361111111111065,-1,0,1,0,False,False,False,False,False,False
-1,-119,-117,-12543,0,-11054,0.9166666666666679,0,-1,-1,0,False,True,True,False,True,False
1,-716,-25,13447,1,10078,11.853968253968254,1,6,0,0,True,False,False,False,False,True
0,-330,93,20820,1,13346,49.983333333333334,0,4,-1,0,False,True,True,True,True,True
0,-1197,-101,-13345,-1,-13729,-29.633333333333333,0,-3,0,-2,False,False,False,False,False,False
0,-65,59,-781,1,8165,6.933333333333334,2,2,-1,0,False,False,True,True,True,True
-1,-1528,60,17818,2,-4984,-14.040476190476191,2,0,0,0,False,True,True,False,True,False
1,223,16,-2230,-1,6880,12.885714285714286,-1,-1,1,0,True,False,True,True,True,True
2,771,244,17601,-1,16805,14.552777777777775,0,2,-1,0,True,False,False,True,True,True
1,259,183,34938,0,17394,15.676839826839826,0,3,1,0,True,False,False,True,False,True
1,3556,-69,19023,2,-1884,0.1138528138528141,-1,3,0,0,True,False,True,True,False,False
-1,-1583,-34,-11661,-2,-9150,-15.241666666666667,1,-3,-1,0,False,False,False,False,False,False
1,-1425,-28,38629,-2,10717,31.388888888888893,1,3,1,0,True,True,False,True,True,True
0,-459,189,30368,1,18687,32.275,0,5,-1,0,False,True,False,True,True,True
-2,3027,-127,-11149,-2,-16274,-28.41010101010101,0,-6,-1,-1,False,True,False,False,False,False
-1,-231,-131,-7119,-3,-16194,-23.303968253968254,1,-2,0,0,False,True,False,False,False,False
-1,-2393,73,-45020,-5,-16665,-50.063383838383835,-1,-6,1,0,False,False,False,False,True,False
1,621,80,30111,4,10927,49.74242424242424,1,3,-1,0,True,False,True,True,False,True
-1,1499,63,-34308,-4,-9466,-31.63095238095238,-2,-3,1,0,False,False,False,False,True,False
0,556,15,25541,0,14006,43.794047619047625,0,6,0,0,False,True,False,False,True,True
1,-132,60,31095,0,17116,57.25238095238096,0,3,-1,0,True,True,True,True,False,True
-1,-249,-92,-7749,0,-8917,-13.421428571428573,0,-3,0,-1,False,False,True,False,True,False
2,1715,-58,-25882,3,-9612,-15.80119047619048,0,-3,0,0,True,True,True,False,False,False
1,-1589,-45,23613,2,11854,33.11547619047619,-1,3,2,0,True,True,False,True,False,True
0,2996,71,12962,2,14711,35.46190476190477,1,2,0,0,False,True,True,True,True,True
-1,-2409,-3,-28195,-3,-7700,-20.876190476190477,-1,-1,1,1,False,True,False,False,True,False
0,-2018,39,-17805,-1,-4298,-32.904761904761905,-1,-4,0,-1,False,True,False,False,False,False
0,433,-115,-13982,-2,-10644,-4.800000000000001,1,0,-1,1,False,False,False,False,False,False
-1,-513,142,-5848,-5,-2076,-3.5453823953823953,1,-3,-1,0,True,False,False,True,True,False
-1,2369,-46,-27282,-3,-9185,-51.233333333333334,-1,-5,2,1,False,False,False,False,True,False
0,3924,209,18831,4,17149,27.35485347985348,-1,7,1,1,False,False,True,False,False,True
-1,703,-192,-24742,-1,-18855,-18.03617216117216,2,-3,0,0,False,False,True,False,False,False
1,-123,96,21705,1,10910,36.56666666666666,1,4,0,0,True,False,False,False,False,True
0,-1327,145,1942,3,7955,4.183333333333334,0,2,-1,0,False,False,True,True,True,True
0,176,-102,-15813,-2,-9925,-38.916666666666664,0,-6,0,0,False,False,False,False,True,False
-1,-24,-107,-11565,-3,-6545,-1.2412698412698422,-2,1,1,0,False,False,False,False,False,False
-1,-4529,-76,-6392,-1,-13858,-41.483333333333334,1,-6,-3,0,False,True,False,False,True,False
1,-1712,-167,-42050,1,-16884,-66.15119047619048,1,-4,-2,0,True,True,True,False,False,False
1,281,-6,9749,1,9536,18.279761904761905,1,2,0,0,True,True,True,True,False,True
-2,-1186,-6,-26773,-1,-13136,-32.52380952380952,0,-4,0,0,False,True,True,False,False,False
1,389,47,28041,0,6846,5.234126984126984,0,1,1,0,True,True,False,True,False,True
0,416,-225,-938,-2,-12139,-7.733333333333334,-1,-2,-1,0,False,False,False,False,False,False
0,6541,38,39702,-3,-7234,-3.8648629148629148,2,-6,-1,0,False,False,True,False,False,False
-1,62,-19,-18529,0,-7660,-19.14722222222222,1,-4,0,0,False,True,True,False,False,False
0,-75,-108,-24544,-2,-10435,-37.641666666666666,-2,-4,2,0,False,False,False,False,False,False
0,-1636,186,25349,2,11369,15.400000000000002,-1,6,0,0,False,False,True,True,True,True
0,-696,176,25470,0,15096,26.25,0,4,-2,0,False,True,False,True,True,True
-1,-1599,43,-8901,-1,-7097,-11.912698412698415,0,-6,-2,0,False,True,False,False,True,False
0,-661,-21,-17034,0,-14081,-49.099999999999994,1,1,-1,-1,False,False,True,False,False,False
1,125,126,7517,3,6769,-3.576190476190476,1,3,0,0,True,False,True,True,True,True
0,1011,130,23668,1,15922,59.588095238095235,1,7,0,0,False,True,True,False,True,True
-1,-5145,-73,-23827,-2,-14013,-40.503571428571426,-1,-5,-1,1,False,True,False,False,False,False
0,188,51,-6768,0,-6060,-9.070879120879123,1,-3,-2,0,True,False,False,False,False,False
-1,4013,-104,-29255,0,-13264,-35.182539682539684,2,1,-2,0,False,True,True,False,True,False
0,5013,47,-68989,-1,-6775,-17.309848484848484,-2,-5,0,0,True,True,False,False,True,False
0,-332,-75,-11085,-1,-9591,-36.0,1,-4,0,0,False,False,False,False,False,False
-1,-539,-193,-15607,-4,-18419,-41.60952380952381,1,-2,0,0,False,False,False,False,False,False
-1,-1237,-1,-46900,-4,-13475,-26.886363636363637,-1,-6,1,0,False,False,False,False,False,False
-1,-2865,-34,-3408,0,-8256,-7.144841269841269,2,-2,-1,0,False,True,True,False,True,False
0,-44,-70,-8421,-2,-8324,-19.833333333333332,-2,-4,0,0,False,False,False,False,False,False
0,299,19,21154,2,8006,32.91666666666667,1,3,0,1,False,False,True,False,True,True
-1,-449,-54,-19385,-2,-10839,-27.90912698412698,-1,-4,-1,0,False,True,False,False,False,False
1,-722,-126,-40167,-1,-16573,-40.93333333333334,-2,-5,0,0,True,False,True,False,False,False
1,-259,-44,5754,1,4359,21.65,1,5,-2,0,True,True,True,False,True,True
1,302,-104,8143,-1,5074,8.282142857142857,1,1,0,0,True,True,False,True,False,True
0,-999,-187,-227,-3,-9771,-23.083333333333336,2,-5,-2,0,False,True,False,False,False,False
-2,1340,-17,6494,-3,-1264,3.5503663003662993,-1,-2,0,0,False,False,False,False,True,False
0,-2931,-176,-39241,-1,-16854,-38.49404761904762,0,-6,0,0,False,False,True,False,False,False
0,1749,-88,-8006,-3,-9169,-16.5,1,-4,-1,0,False,False,False,False,False,False
-1,-432,-105,-20916,-3,-17117,-21.81291208791209,2,-9,-2,0,False,True,False,False,False,False
1,-2933,-17,7025,-1,5866,5.125396825396827,0,3,0,0,True,False,False,True,False,True
1,-449,73,25977,3,15082,42.8989010989011,0,5,-1,0,True,True,True,True,True,True
0,308,99,23708,3,11237,17.90952380952381,0,9,0,0,False,False,True,True,False,True
0,-303,-260,-12122,1,-12848,-2.461946386946387,-2,-4,1,-1,False,True,True,False,False,False
0,-935,-5,-16382,-2,-10045,-28.35,0,-3,-2,0,False,False,False,False,False,False
0,-694,-87,-20180,-2,-10823,-24.791666666666668,-1,-3,-1,1,False,True,False,False,False,False
0,-485,-91,-14921,-2,-9173,-32.083333333333336,-1,-2,2,0,False,False,False,False,False,False
-1,-176,-169,-25093,-3,-17479,-10.98333333333333,0,-4,0,0,False,True,False,False,True,False
-2,264,-186,-11459,-5,-15977,-13.038888888888888,-1,-5,2,0,False,False,False,False,False,False
0,1520,-77,-11377,-5,-8581,-11.258760683760688,0,-3,-1,0,True,True,False,False,True,False
-1,484,-58,-3594,-1,-13193,-21.476190476190478,0,-5,1,1,False,True,False,False,True,False
-1,-1069,-195,-22554,-3,-10851,-8.973809523809523,0,-2,0,0,False,False,False,False,False,False
-1,2405,-89,-6339,-4,-13013,-17.126373626373628,1,-2,0,0,False,True,False,False,False,False
1,1257,77,11335,0,8523,12.133333333333333,1,2,0,-1,True,False,False,False,True,True
-1,-197,-61,-5204,1,-11767,-41.096428571428575,1,-2,0,0,False,True,False,False,True,False
0,-562,-24,-32245,-3,-7851,-17.116666666666664,-1,1,1,1,False,True,False,False,False,False
0,-1537,129,33160,3,15443,25.85357142857142,2,3,0,0,False,True,True,True,True,True
1,-651,-145,-25531,-2,-4503,-0.7717948717948726,0,1,0,1,True,False,False,False,False,False
2,1431,-4,-2554,2,5311,-1.6904761904761934,0,3,1,0,True,False,True,True,False,True
0,145,-8,-18410,-3,-6995,-12.776984126984129,2,-4,0,0,False,False,False,False,True,False
0,-458,94,9628,0,10751,32.43333333333333,-2,3,1,0,False,True,False,True,True,True
1,2558,37,15444,4,10640,11.996031746031743,-1,-2,0,-1,True,False,True,True,True,True
1,2059,90,7065,2,13162,20.178571428571427,-1,3,1,0,True,True,True,False,False,True
-1,2346,90,50531,4,9611,5.176190476190476,1,1,-1,0,False,True,True,True,True,True
0,772,-153,-5859,0,-10074,-8.311904761904763,-2,1,0,0,False,False,True,False,True,False
1,-1209,-154,-37237,-3,-7370,-3.511111111111113,-1,-1,1,0,True,True,False,False,True,False
0,829,156,13387,1,10877,8.09047619047619,0,1,-1,0,False,False,True,True,True,True
-1,-492,-43,-18575,-3,-7395,-18.666666666666664,1,-3,0,0,False,True,False,False,False,False
1,-3837,-52,3486,0,13728,21.856349206349208,-1,1,1,0,True,False,True,True,True,True
0,2267,212,30774,1,12370,11.833333333333332,1,3,0,-1,False,False,False,True,True,True
2,467,-43,17800,-1,12435,22.164285714285715,-1,2,0,1,True,True,False,True,True,True
0,-2791,193,1381,2,10030,9.813888888888888,-1,3,2,1,True,True,False,True,True,True
1,-1453,-2,22490,1,8224,34.8,0,3,-1,0,True,True,False,True,True,True
0,695,78,21086,2,11865,30.626190476190477,0,6,-2,0,False,True,True,True,True,True
-1,-233,-292,-44607,-1,-18833,-11.05873015873016,0,-4,0,1,False,False,False,False,False,False
-1,692,-120,-19090,-3,-13138,-21.711904761904762,0,-3,0,0,False,False,False,False,False,False
2,408,52,12483,3,8736,13.292857142857143,-1,3,1,0,True,True,True,True,True,True
-1,-1608,-61,-3291,-3,-14053,-40.638888888888886,1,-4,-1,0,False,False,False,False,False,False
2,1247,156,43478,5,10981,9.907792207792209,2,0,-1,0,True,True,True,True,False,True
0,-920,51,25204,1,9826,30.325,2,5,-1,0,False,False,False,False,True,True
0,-142,60,-28709,2,-1838,-8.652777777777779,-1,4,-1,0,False,True,True,False,False,False
0,717,106,17496,2,12669,42.77142857142857,0,5,0,0,False,False,True,False,True,True
1,801,175,24370,3,14404,13.600757575757573,-1,4,-2,0,True,True,True,False,True,True
-1,300,35,-11481,0,-8827,-19.42222222222222,1,-3,1,0,False,False,True,False,True,False
1,707,19,30317,3,19890,43.31324786324787,0,7,1,0,True,True,True,True,False,True
0,-641,-139,-20032,-2,-10718,-22.76190476190476,0,-6,0,0,False,False,False,False,False,False
0,1236,134,6885,3,12154,19.625,0,5,-1,0,False,True,True,True,False,True
0,368,-49,21243,0,8052,17.575,3,4,0,0,False,True,False,True,False,True
-1,681,-40,-11074,3,5705,29.58333333333333,0,4,1,1,False,False,False,True,False,True
1,1164,9,42629,5,13914,31.22943722943723,0,7,1,0,True,True,True,True,True,True
-1,1132,-46,-25017,-4,-9809,-23.56666666666667,-1,-1,1,0,False,True,False,False,False,False
1,-1615,36,37208,3,13836,46.48412698412699,1,6,-1,0,True,False,True,True,True,True
1,1185,42,55594,4,13950,45.541666666666664,-1,7,0,1,True,True,True,True,False,True
-1,-1035,173,20889,1,15611,13.978729603729604,-1,3,0,0,False,False,True,True,True,True
-1,-1333,-176,-35404,-1,-18491,-37.68333333333334,-1,-6,1,0,False,True,False,False,False,False
-2,-842,-91,-38771,-1,-17332,-12.396031746031746,0,-5,1,0,False,False,True,False,False,False
1,649,122,28692,-1,12865,17.964285714285715,-2,1,0,-1,True,True,False,False,False,True
-1,-445,-71,-41851,-1,-10534,-16.864285714285714,-2,-3,2,1,False,True,False,False,False,False
0,1828,59,24214,2,8415,25.37619047619048,0,3,-2,0,False,True,True,False,True,True
-1,1788,121,28003,2,10368,21.166666666666664,0,3,-1,0,False,True,True,True,True,True
0,-430,-41,1644,-2,-7021,-9.633333333333331,1,1,2,0,True,False,False,True,True,False
1,2759,-16,27814,3,9902,27.597619047619048,0,2,0,0,True,False,True,True,True,True
0,-595,-23,-18776,-3,-9320,-16.616666666666667,-1,-2,2,0,False,False,False,False,False,False
-2,-31,-176,-57507,-2,-22453,-76.4527417027417,0,-7,1,0,False,True,True,False,True,False
0,1780,10,12558,0,8053,24.490476190476187,2,3,0,0,False,True,False,False,False,True
0,1984,-41,12858,-2,511,12.18809523809524,1,-2,1,0,False,True,False,False,False,False
-2,-17728,187,46494,4,13778,20.675990675990676,1,2,0,0,False,False,True,True,True,True
1,124,-18,3617,1,6405,16.371428571428567,-1,-2,1,0,True,False,True,True,True,True
0,-483,132,31627,1,11431,25.051984126984124,1,9,0,0,False,True,True,False,True,True
0,3651,34,5798,5,1253,9.494444444444445,0,2,-1,0,False,False,True,False,True,True
0,546,-102,-14034,-3,-14946,-22.742857142857144,1,-5,0,0,False,False,False,False,False,False
1,1633,14,5000,0,1363,0.08333333333333393,0,2,1,0,True,False,True,False,True,True
0,-2480,-127,-11758,1,-12529,-12.372005772005771,0,2,-1,0,False,False,True,False,False,False
1,-302,16,22535,-4,15259,51.46111111111111,2,3,0,0,True,False,False,True,True,True
-1,348,-34,-37297,2,-18538,-66.2997557997558,2,-3,-2,-1,False,True,True,False,True,False
2,1418,-79,-30211,-1,-3297,-3.0583333333333336,-1,-4,1,0,True,False,False,False,False,False
-2,1759,-132,-42815,-4,-12020,-5.091883116883118,0,0,1,0,False,False,False,False,False,False
-1,-1742,-22,25341,0,9536,26.860101010101012,-1,2,1,0,False,False,False,True,True,True
0,-1865,72,28966,3,13122,34.18095238095239,0,2,0,0,False,True,True,True,True,True
-1,-1727,-94,-15634,-3,-8630,-13.474999999999998,1,-1,-1,0,False,True,False,False,False,False
2,1941,-30,7928,4,12703,9.872222222222222,-1,6,-1,0,True,True,True,True,False,True
0,371,150,3414,-1,15294,33.579365079365076,1,6,0,0,False,True,False,True,False,True
1,-1631,-96,34574,2,8209,7.082051282051278,2,6,-2,0,True,True,True,True,True,True
0,299,45,23311,0,11153,42.93333333333334,-1,1,1,1,False,False,False,True,True,True
0,969,-76,4086,2,11097,32.98452380952381,0,6,0,0,False,True,True,True,True,True
1,-1572,189,51646,5,15286,34.69166666666667,1,4,-1,0,True,True,True,True,False,True
2,846,-145,-25683,0,-256,-0.9817460317460327,-1,0,0,0,True,False,True,False,False,False
-2,-1041,-17,-1363,-1,-8138,-4.482792207792208,0,-5,1,0,False,True,False,False,True,False
-1,699,-118,-33757,-1,-9832,-3.538095238095236,1,-4,1,0,False,False,False,False,False,False
2,1595,125,17937,5,17801,15.682326007326006,-2,2,0,0,True,True,True,True,True,True
0,23,79,7432,2,11595,27.333333333333332,0,5,-1,0,False,True,True,True,True,True
-1,495,-50,-39697,-4,-16228,-15.469794094794095,0,-8,1,0,False,False,False,False,True,False
-1,-566,-161,-35450,-2,-17203,-21.169444444444444,1,-4,-2,0,False,False,False,False,False,False
0,872,5,37623,2,16534,58.80947940947941,0,6,-1,0,False,True,True,True,True,True
0,-63,-129,-18969,-3,-15418,-36.02539682539682,2,-8,-1,-1,False,False,False,False,False,False
-1,-1109,-146,-19155,-3,-14906,-24.019444444444446,-1,-3,1,0,False,True,False,False,False,False
1,-15404,-65,28631,3,4608,-0.08571428571428719,1,-2,-1,0,True,True,True,True,False,True
1,-1715,-23,3065,1,5867,2.1833333333333336,0,-1,-1,0,True,True,True,True,False,True
-2,986,-40,30261,-2,-3486,5.402777777777779,3,0,-3,1,False,True,True,False,False,False
-2,4548,47,-60688,3,-9685,-23.366666666666667,-1,-3,1,0,False,False,True,False,False,False
1,277,49,3004,5,4684,-2.30952380952381,1,1,0,-1,True,True,True,False,True,True
-1,189,-84,-33207,2,-11253,-15.866666666666667,-2,-5,2,1,False,False,True,False,False,False
0,440,85,2756,-1,7238,19.75,1,3,1,1,False,True,False,False,True,True
0,-286,-144,-13866,1,-12880,-25.0,0,-2,0,-1,False,False,True,False,False,False
-1,-1119,28,-12040,2,-8574,-15.057142857142857,0,-4,1,0,False,False,True,False,False,False
0,-500,-65,-4803,0,-8361,-11.552380952380954,1,-4,0,0,False,False,False,False,False,False
1,5,-2,27332,1,11167,20.676190476190477,1,4,-1,0,True,False,False,True,True,True
-1,-543,-166,-67804,-4,-20188,-32.375,1,-5,-1,0,False,False,False,False,False,False
0,522,227,3570,3,8917,1.4166666666666679,-1,5,1,0,True,True,True,True,True,True
-1,302,-88,-30092,0,-14355,-26.3047619047619,-2,-5,2,0,False,False,True,False,False,False
0,808,-25,-22597,-2,-10976,-36.03214285714286,-1,-3,1,0,False,False,False,False,False,False
-1,-555,132,29697,0,-1472,3.246212121212123,1,0,-1,0,False,True,False,True,False,True
1,721,132,40466,-1,14274,15.136904761904763,-1,0,0,0,True,False,False,True,True,True
-1,-3729,37,32606,0,7700,15.163095238095236,0,-1,-1,0,False,False,False,True,True,True
1,1832,35,-459,3,7165,18.88095238095238,-2,3,1,0,True,True,True,True,False,True
-1,-247,-4,10519,0,2030,7.494444444444444,1,0,0,0,False,True,True,True,True,True
